age,gender,degree_level,field_of_study,gpa,years_experience,python,java,c_cpp,sql,machine_learning,data_analysis,cloud_computing,cybersecurity,web_development,devops,networking,communication,leadership,problem_solving,teamwork,adaptability,recommended_job_1,recommended_job_2,recommended_job_3
22,Female,Bachelor,Software Engineering,3.74,3,0,1,0,0,0,0,1,1,0,0,0,1,1,1,4,5,Software Engineer,Cloud Engineer,Cybersecurity Analyst
23,Male,Bachelor,Software Engineering,2.73,6,0,1,1,0,1,0,0,1,1,0,1,1,2,3,2,4,Software Engineer,Cybersecurity Analyst,Backend Developer
28,Female,Bachelor,Data Science,2.67,0,0,0,1,0,1,0,1,1,0,0,1,5,1,3,5,5,Software Engineer,Cloud Engineer,Cybersecurity Analyst
33,Female,Bachelor,Cybersecurity,3.51,3,1,1,1,0,0,1,0,1,0,0,1,4,3,2,3,2,Software Engineer,Cybersecurity Analyst,Backend Developer
30,Male,Master,Data Science,4.0,4,1,1,1,0,0,0,1,0,1,0,0,2,5,4,5,2,Software Engineer,Cloud Engineer,AI Researcher
33,Male,Master,Data Science,3.79,5,0,1,1,0,1,1,1,0,0,0,0,4,1,1,1,2,Software Engineer,Cloud Engineer,AI Researcher
34,Female,Bachelor,Software Engineering,3.32,2,1,0,1,1,0,1,0,0,0,1,0,4,4,2,4,3,Business Intelligence Analyst,Software Engineer,DevOps Engineer
34,Male,Master,Data Science,2.6,2,1,1,0,1,1,0,0,0,0,1,0,2,4,2,5,2,Machine Learning Engineer,Software Engineer,DevOps Engineer
27,Male,Master,Software Engineering,3.37,5,1,1,1,0,1,1,0,0,1,1,0,2,4,5,3,1,Machine Learning Engineer,Software Engineer,DevOps Engineer
22,Male,Master,Data Science,3.89,6,0,0,0,1,1,1,0,0,1,0,1,5,4,5,3,2,Business Intelligence Analyst,AI Researcher,Data Analyst
29,Female,Bachelor,AI,3.88,7,0,0,0,0,0,1,1,1,1,0,0,1,4,2,4,2,Cloud Engineer,Cybersecurity Analyst,AI Researcher
32,Male,Master,Cybersecurity,3.48,7,1,0,1,1,0,1,0,1,0,1,0,1,1,2,4,4,Business Intelligence Analyst,Software Engineer,DevOps Engineer
29,Male,Master,AI,2.94,0,1,0,1,1,0,1,1,0,1,0,0,4,3,4,2,1,Business Intelligence Analyst,Software Engineer,Cloud Engineer
30,Male,Master,AI,3.83,1,0,1,0,0,1,0,0,0,0,1,1,2,1,4,2,5,Software Engineer,DevOps Engineer,AI Researcher
34,Male,Bachelor,Software Engineering,3.81,7,0,1,1,1,0,1,0,0,1,1,0,2,1,1,2,1,Business Intelligence Analyst,Software Engineer,DevOps Engineer
25,Male,Bachelor,Software Engineering,3.16,7,1,0,0,0,1,0,1,0,0,1,1,2,3,1,4,5,Machine Learning Engineer,Cloud Engineer,DevOps Engineer
33,Male,Master,Software Engineering,3.49,2,1,0,1,0,1,0,0,1,0,0,1,2,4,4,4,3,Machine Learning Engineer,Software Engineer,Cybersecurity Analyst
32,Female,Bachelor,Software Engineering,3.07,2,0,0,0,1,1,0,0,0,1,0,0,4,2,3,1,5,Frontend Developer,Full Stack Developer,Business Intelligence Analyst
25,Male,Bachelor,AI,3.77,7,0,1,1,0,1,1,1,0,1,0,1,4,1,4,1,1,Software Engineer,Cloud Engineer,AI Researcher
34,Male,Bachelor,Cybersecurity,2.54,1,1,1,0,0,1,0,0,1,1,1,0,5,1,1,4,3,Machine Learning Engineer,Software Engineer,DevOps Engineer
30,Female,PhD,Computer Science,3.04,4,1,0,0,0,0,1,1,0,1,1,0,2,3,2,5,1,Cloud Engineer,DevOps Engineer,Frontend Developer
26,Male,Bachelor,Computer Science,3.16,6,1,0,0,1,0,0,0,0,0,1,0,4,3,1,4,3,DevOps Engineer,Business Intelligence Analyst,Machine Learning Engineer
34,Male,Master,Computer Science,3.28,2,0,1,1,0,0,0,0,0,1,1,1,5,4,1,2,5,Software Engineer,DevOps Engineer,Backend Developer
21,Female,PhD,Data Science,2.78,8,0,0,0,1,0,1,1,0,1,0,1,4,3,3,2,1,Business Intelligence Analyst,Cloud Engineer,Data Analyst
28,Female,Master,Computer Science,3.63,6,1,0,0,0,0,0,0,0,0,0,1,4,5,1,2,5,Security Engineer,Business Intelligence Analyst,Machine Learning Engineer
22,Female,Master,Computer Science,2.54,0,1,1,1,0,1,1,1,1,0,1,0,3,4,1,5,2,Machine Learning Engineer,Software Engineer,Cloud Engineer
35,Female,Bachelor,AI,2.8,0,1,1,0,1,1,0,0,1,0,1,1,1,5,4,3,4,Machine Learning Engineer,Software Engineer,DevOps Engineer
31,Female,Master,Software Engineering,3.83,5,0,0,0,0,0,0,1,0,1,0,1,2,1,2,5,3,Cloud Engineer,AI Researcher,Frontend Developer
24,Female,PhD,AI,2.92,3,1,0,0,0,0,0,0,0,1,1,1,5,3,2,1,2,DevOps Engineer,Frontend Developer,Security Engineer
35,Female,PhD,AI,3.89,7,1,1,0,1,0,0,1,0,0,0,1,2,5,4,2,3,Software Engineer,Cloud Engineer,AI Researcher
27,Female,PhD,AI,3.11,5,1,1,1,0,0,1,0,1,1,1,1,1,4,3,5,3,Software Engineer,DevOps Engineer,Cybersecurity Analyst
30,Female,Bachelor,Software Engineering,3.22,1,1,0,1,0,0,0,1,1,1,0,0,2,2,4,5,2,Software Engineer,Cloud Engineer,Cybersecurity Analyst
29,Male,Master,Software Engineering,3.39,1,1,1,0,0,1,0,0,1,1,1,0,5,4,1,4,3,Machine Learning Engineer,Software Engineer,DevOps Engineer
33,Male,Master,Data Science,3.57,8,1,1,0,0,0,0,1,0,1,1,1,5,1,5,4,4,Software Engineer,Cloud Engineer,DevOps Engineer
33,Male,Master,Software Engineering,3.11,0,0,0,0,0,0,1,0,1,0,1,1,2,3,2,2,5,DevOps Engineer,Cybersecurity Analyst,Security Engineer
32,Female,PhD,AI,3.18,6,1,1,1,1,1,1,0,1,1,0,1,4,3,2,3,5,Business Intelligence Analyst,Machine Learning Engineer,Data Scientist
30,Female,Master,Software Engineering,3.52,8,0,1,0,1,1,0,1,1,1,0,1,1,3,3,4,2,Software Engineer,Cloud Engineer,Cybersecurity Analyst
22,Male,PhD,Computer Science,3.7,6,0,1,0,0,1,0,0,1,1,0,0,2,4,4,5,5,Software Engineer,Cybersecurity Analyst,Backend Developer
23,Female,Bachelor,Software Engineering,3.82,7,0,0,1,1,1,0,0,1,1,1,1,2,3,5,5,1,Software Engineer,DevOps Engineer,Cybersecurity Analyst
31,Male,Master,Cybersecurity,3.86,3,0,1,1,0,1,0,0,0,0,1,1,1,5,3,3,5,Software Engineer,DevOps Engineer,AI Researcher
29,Female,Master,Computer Science,2.72,5,0,0,0,0,1,0,0,1,0,0,1,1,1,4,2,1,Cybersecurity Analyst,Security Engineer,Machine Learning Engineer
28,Female,PhD,Software Engineering,2.52,7,1,1,1,1,0,0,0,1,0,0,0,3,5,5,3,4,Software Engineer,Cybersecurity Analyst,Backend Developer
30,Female,Bachelor,AI,3.18,2,1,0,0,1,1,0,0,1,1,1,0,3,4,1,4,3,Machine Learning Engineer,DevOps Engineer,Cybersecurity Analyst
25,Female,PhD,Cybersecurity,3.31,1,0,0,1,1,0,0,0,0,0,0,0,4,5,4,4,5,Software Engineer,Backend Developer,Business Intelligence Analyst
33,Male,PhD,Software Engineering,2.82,4,0,0,1,1,0,0,0,1,1,0,0,1,5,3,4,5,Software Engineer,Cybersecurity Analyst,Backend Developer
29,Female,Master,Software Engineering,2.63,3,0,0,0,1,1,1,0,1,0,0,0,1,5,2,4,2,Business Intelligence Analyst,Cybersecurity Analyst,Data Analyst
27,Male,Bachelor,Data Science,3.49,0,0,0,0,1,1,1,0,0,1,1,0,2,4,3,2,1,Business Intelligence Analyst,DevOps Engineer,Data Analyst
32,Female,Master,Cybersecurity,3.63,2,0,1,0,0,0,0,1,0,1,0,0,2,2,4,4,3,Software Engineer,Cloud Engineer,Backend Developer
33,Female,Master,Software Engineering,2.8,0,1,0,0,0,1,1,0,0,1,0,0,1,2,1,2,1,Machine Learning Engineer,Data Scientist,AI Researcher
35,Female,Master,Data Science,3.69,0,0,1,0,0,0,1,0,1,0,1,0,5,1,1,5,5,Software Engineer,DevOps Engineer,Cybersecurity Analyst
22,Male,Master,Computer Science,3.77,7,0,1,0,0,0,0,0,1,1,0,0,2,2,3,5,5,Software Engineer,Cybersecurity Analyst,AI Researcher
28,Male,PhD,Computer Science,3.0,6,0,0,1,0,0,1,1,1,1,0,0,2,1,4,1,5,Software Engineer,Cloud Engineer,Cybersecurity Analyst
23,Female,PhD,Cybersecurity,2.94,6,1,1,1,1,0,0,0,1,1,0,0,1,2,4,4,5,Software Engineer,Cybersecurity Analyst,Backend Developer
31,Male,Bachelor,AI,3.04,4,0,0,0,0,1,1,0,1,1,0,1,5,3,1,1,2,Cybersecurity Analyst,Frontend Developer,Security Engineer
24,Male,Master,AI,2.54,2,1,0,0,1,1,1,0,0,0,1,0,2,1,1,3,4,Machine Learning Engineer,Data Scientist,Business Intelligence Analyst
27,Male,Master,AI,2.69,2,0,1,1,1,1,1,0,1,1,0,1,3,1,3,1,3,Full Stack Developer,Business Intelligence Analyst,Software Engineer
30,Female,PhD,Software Engineering,3.82,2,1,0,0,1,0,1,0,1,0,0,1,4,5,5,5,3,Business Intelligence Analyst,Cybersecurity Analyst,AI Researcher
22,Female,Master,Cybersecurity,2.71,5,1,0,1,1,1,0,1,1,1,1,1,4,3,2,1,5,Machine Learning Engineer,Software Engineer,Cloud Engineer
23,Female,Bachelor,Computer Science,3.25,2,1,1,1,0,0,1,0,0,0,1,0,2,5,5,4,5,Software Engineer,DevOps Engineer,Backend Developer
33,Female,PhD,Computer Science,3.47,7,0,1,0,1,1,0,0,1,1,1,1,4,2,5,1,5,Software Engineer,DevOps Engineer,Cybersecurity Analyst
34,Female,Master,AI,3.47,2,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,5,Machine Learning Engineer,Data Scientist,Business Intelligence Analyst
30,Female,PhD,AI,3.37,3,1,1,1,1,1,1,0,1,1,0,1,1,5,4,5,1,Cybersecurity Analyst,Machine Learning Engineer,Data Scientist
31,Male,Master,Cybersecurity,2.92,8,0,0,1,0,0,0,1,1,0,0,0,3,3,4,4,4,Software Engineer,Cloud Engineer,Cybersecurity Analyst
34,Female,Master,AI,3.53,2,0,0,0,0,0,0,0,0,1,0,1,4,2,1,3,5,Frontend Developer,Security Engineer,Full Stack Developer
33,Male,PhD,Software Engineering,3.22,3,0,1,1,0,0,1,0,0,0,1,0,1,2,5,2,2,Software Engineer,DevOps Engineer,Backend Developer
26,Female,Bachelor,AI,3.2,4,1,0,1,0,1,0,1,0,1,1,1,1,5,3,3,3,Machine Learning Engineer,Software Engineer,Cloud Engineer
30,Male,PhD,Data Science,3.88,0,0,0,0,0,0,1,0,1,1,1,0,5,1,4,5,1,DevOps Engineer,Cybersecurity Analyst,AI Researcher
24,Female,Master,Computer Science,2.77,0,1,0,1,1,1,0,0,0,0,0,0,5,3,2,4,5,Machine Learning Engineer,Software Engineer,Data Scientist
24,Female,Bachelor,AI,3.22,8,1,1,0,1,0,1,0,0,0,1,1,1,3,1,4,2,Business Intelligence Analyst,Software Engineer,DevOps Engineer
24,Male,PhD,Computer Science,3.01,0,1,0,0,0,0,1,0,1,1,0,0,5,2,3,1,2,Cybersecurity Analyst,Frontend Developer,Full Stack Developer
23,Male,Master,AI,2.65,4,1,0,1,0,0,1,1,0,1,0,0,3,1,5,3,1,Software Engineer,Cloud Engineer,Backend Developer
28,Female,PhD,Software Engineering,3.17,3,0,0,1,1,0,0,1,0,1,1,1,3,3,1,4,1,Software Engineer,Cloud Engineer,DevOps Engineer
30,Female,Bachelor,AI,3.1,2,0,0,1,1,1,1,0,1,0,1,0,3,4,4,4,5,Business Intelligence Analyst,Software Engineer,DevOps Engineer
32,Female,Master,AI,3.98,6,1,1,0,0,0,0,0,1,0,0,0,5,4,4,4,5,Software Engineer,Cybersecurity Analyst,AI Researcher
34,Female,Bachelor,AI,2.95,7,0,1,1,1,0,0,0,1,1,1,0,5,1,3,5,1,Software Engineer,DevOps Engineer,Cybersecurity Analyst
22,Male,Master,Computer Science,3.97,3,1,1,1,1,0,1,0,1,0,0,0,4,3,1,1,2,Business Intelligence Analyst,Software Engineer,Cybersecurity Analyst
29,Female,PhD,AI,2.86,2,0,1,1,0,0,0,0,0,0,1,1,5,3,4,2,1,Software Engineer,DevOps Engineer,Backend Developer
35,Female,Bachelor,AI,3.03,5,1,1,1,1,0,0,0,0,0,1,1,4,4,4,5,5,Software Engineer,DevOps Engineer,Backend Developer
25,Male,Bachelor,AI,3.09,8,0,0,0,1,1,0,1,0,0,0,0,2,3,3,5,1,Cloud Engineer,Machine Learning Engineer,Data Scientist
28,Female,Bachelor,Data Science,3.21,7,0,1,1,1,1,1,0,0,0,0,1,3,5,5,4,3,Business Intelligence Analyst,Software Engineer,Data Analyst
25,Female,Master,Cybersecurity,3.66,6,0,0,0,1,1,0,1,1,0,1,0,3,3,5,3,2,Cloud Engineer,DevOps Engineer,Cybersecurity Analyst
26,Female,Master,Cybersecurity,3.0,7,1,0,1,0,1,1,0,1,0,1,1,5,4,5,3,5,Machine Learning Engineer,Software Engineer,DevOps Engineer
27,Female,Bachelor,Cybersecurity,2.95,4,1,0,0,1,1,0,0,0,1,0,0,4,3,3,5,3,Machine Learning Engineer,Data Scientist,AI Researcher
35,Male,Bachelor,Data Science,3.5,6,1,0,0,1,0,1,0,1,1,1,0,1,3,1,1,4,Business Intelligence Analyst,DevOps Engineer,Cybersecurity Analyst
30,Female,Bachelor,Software Engineering,3.36,8,1,0,0,1,0,0,1,0,1,0,1,4,3,3,4,1,Cloud Engineer,Frontend Developer,Security Engineer
24,Female,PhD,AI,2.7,2,0,1,1,1,1,0,0,0,1,0,1,3,2,2,5,1,Software Engineer,AI Researcher,Backend Developer
27,Male,PhD,AI,2.61,0,1,0,1,0,0,0,0,0,0,0,0,5,5,5,5,5,Software Engineer,Backend Developer,Business Intelligence Analyst
33,Male,PhD,AI,3.98,5,1,0,1,1,1,0,0,1,1,0,0,5,1,3,2,2,AI Researcher,Machine Learning Engineer,Software Engineer
21,Female,Bachelor,Cybersecurity,3.33,7,0,0,1,1,0,0,0,1,1,0,0,2,2,3,2,3,Software Engineer,Cybersecurity Analyst,Backend Developer
21,Male,Master,Computer Science,2.87,1,0,1,0,1,1,0,0,1,0,0,0,2,4,4,2,5,Software Engineer,Cybersecurity Analyst,Backend Developer
28,Male,Master,Software Engineering,2.58,0,0,1,0,1,1,0,1,0,0,1,1,4,1,2,1,3,Software Engineer,Cloud Engineer,DevOps Engineer
27,Male,Master,Cybersecurity,2.76,1,0,0,1,1,0,1,0,0,0,0,0,5,4,5,1,2,Business Intelligence Analyst,Software Engineer,Data Analyst
25,Male,Master,Software Engineering,3.08,7,0,0,0,0,0,1,0,0,0,1,1,5,3,4,2,4,DevOps Engineer,Security Engineer,Business Intelligence Analyst
33,Male,Master,AI,3.98,6,0,1,0,1,1,1,1,0,0,0,0,5,4,3,5,1,Business Intelligence Analyst,Software Engineer,Cloud Engineer
33,Male,PhD,Data Science,2.85,5,0,0,0,0,1,0,1,0,1,1,1,3,3,3,2,1,Cloud Engineer,DevOps Engineer,Frontend Developer
26,Male,Master,Data Science,3.15,0,0,1,0,0,1,1,0,1,0,1,1,2,1,2,1,1,Software Engineer,DevOps Engineer,Cybersecurity Analyst
26,Female,Master,Data Science,3.71,0,0,1,0,0,1,0,0,1,0,0,1,5,1,1,1,1,Software Engineer,Cybersecurity Analyst,AI Researcher
34,Male,PhD,Computer Science,3.99,0,1,1,1,1,1,1,0,1,0,0,0,2,2,1,3,1,AI Researcher,Machine Learning Engineer,Data Scientist
24,Male,Bachelor,Data Science,2.6,1,0,0,0,0,0,1,0,1,0,1,0,5,5,5,1,2,DevOps Engineer,Cybersecurity Analyst,Business Intelligence Analyst
24,Male,PhD,Computer Science,3.58,7,1,1,0,0,0,0,0,0,1,0,0,5,3,4,5,2,Software Engineer,Backend Developer,Frontend Developer
24,Female,Bachelor,Computer Science,2.71,3,0,0,1,0,1,0,1,1,0,1,0,3,2,4,3,1,Software Engineer,Cloud Engineer,DevOps Engineer
29,Female,PhD,Cybersecurity,3.49,1,0,0,1,0,0,0,1,1,0,0,0,1,5,2,1,4,Software Engineer,Cloud Engineer,Cybersecurity Analyst
24,Male,Bachelor,Software Engineering,2.78,3,1,0,0,0,0,1,1,1,0,0,0,5,4,2,2,3,Cloud Engineer,Cybersecurity Analyst,Business Intelligence Analyst
23,Male,Bachelor,Computer Science,2.95,0,1,0,1,0,0,0,0,0,0,1,0,4,2,3,4,1,Software Engineer,DevOps Engineer,Backend Developer
27,Male,Bachelor,Data Science,3.45,7,0,0,0,0,0,1,1,0,1,1,0,5,5,1,1,1,Cloud Engineer,DevOps Engineer,Frontend Developer
28,Male,Bachelor,Computer Science,3.46,1,0,1,1,0,1,0,0,0,0,0,0,1,5,3,2,4,Software Engineer,Backend Developer,Machine Learning Engineer
32,Male,Master,Cybersecurity,2.69,2,0,0,0,0,1,1,1,1,0,1,1,5,4,4,4,3,Cloud Engineer,DevOps Engineer,Cybersecurity Analyst
29,Male,Master,AI,3.09,3,0,1,0,0,1,1,1,1,1,1,1,5,1,1,3,5,Software Engineer,Cloud Engineer,DevOps Engineer
33,Female,Bachelor,Data Science,2.77,5,1,0,1,1,0,0,0,0,1,1,1,3,2,1,5,2,Software Engineer,DevOps Engineer,Backend Developer
23,Female,Bachelor,Software Engineering,3.19,3,0,0,1,1,0,0,0,0,1,0,0,5,4,1,5,5,Software Engineer,Backend Developer,Frontend Developer
26,Female,Master,Cybersecurity,2.59,0,0,0,0,0,0,0,0,0,0,1,1,5,1,2,2,2,DevOps Engineer,Security Engineer,Business Intelligence Analyst
22,Male,PhD,Computer Science,3.96,4,0,1,0,1,1,1,1,0,1,1,0,2,2,4,5,2,Business Intelligence Analyst,Software Engineer,Cloud Engineer
35,Male,Bachelor,Software Engineering,3.68,6,1,1,1,1,0,1,0,1,0,0,0,4,2,4,5,1,Business Intelligence Analyst,Software Engineer,Cybersecurity Analyst
22,Female,Master,Computer Science,3.84,8,0,0,0,1,0,0,0,1,1,0,1,1,4,5,5,5,Cybersecurity Analyst,AI Researcher,Frontend Developer
24,Male,Master,Cybersecurity,2.51,0,0,1,1,0,1,1,0,1,1,1,0,5,2,4,3,1,Software Engineer,DevOps Engineer,Cybersecurity Analyst
24,Male,Master,Cybersecurity,3.11,5,1,1,1,0,1,0,0,1,0,1,1,5,5,5,3,5,Machine Learning Engineer,Software Engineer,DevOps Engineer
25,Female,Bachelor,AI,3.69,5,1,0,0,1,1,1,1,0,0,0,1,3,4,3,2,3,Machine Learning Engineer,Data Scientist,Business Intelligence Analyst
22,Female,Bachelor,AI,3.68,6,0,1,1,0,0,1,0,1,0,0,1,1,3,5,5,2,Software Engineer,Cybersecurity Analyst,Backend Developer
35,Male,PhD,Computer Science,3.12,7,1,1,1,0,1,1,1,0,0,0,0,1,3,3,4,1,Machine Learning Engineer,Software Engineer,Cloud Engineer
25,Female,Bachelor,Cybersecurity,3.62,6,1,1,1,1,1,1,0,1,0,1,1,2,5,3,3,2,Machine Learning Engineer,Data Scientist,Business Intelligence Analyst
33,Female,Master,Cybersecurity,3.5,1,0,0,1,0,1,1,1,0,0,1,0,2,2,4,2,2,Software Engineer,Cloud Engineer,DevOps Engineer
35,Female,Master,Data Science,3.1,1,0,1,0,1,0,0,0,0,1,1,1,4,2,1,4,5,Software Engineer,DevOps Engineer,Backend Developer
34,Female,PhD,Cybersecurity,2.56,5,1,0,0,0,1,0,0,1,1,1,0,4,4,1,1,2,Machine Learning Engineer,DevOps Engineer,Cybersecurity Analyst
27,Male,Bachelor,Data Science,3.37,5,1,0,1,1,0,1,0,0,1,0,0,2,3,1,3,3,Business Intelligence Analyst,Software Engineer,Data Analyst
30,Male,Bachelor,Computer Science,3.19,4,1,0,1,0,1,1,0,0,1,1,0,1,4,5,1,2,Machine Learning Engineer,Software Engineer,DevOps Engineer
30,Female,PhD,Software Engineering,2.7,5,0,0,0,1,0,0,1,0,0,1,1,4,3,2,3,5,Cloud Engineer,DevOps Engineer,Security Engineer
22,Female,Master,Data Science,3.59,0,1,0,1,1,0,0,0,0,1,1,0,3,4,5,2,2,Software Engineer,DevOps Engineer,Backend Developer
34,Female,Bachelor,Cybersecurity,2.67,5,1,1,1,1,0,0,1,1,0,1,0,5,1,1,1,1,Software Engineer,Cloud Engineer,DevOps Engineer
21,Male,Master,Computer Science,2.9,1,1,0,0,0,0,1,1,1,0,1,1,4,4,3,1,5,Cloud Engineer,DevOps Engineer,Cybersecurity Analyst
28,Female,Master,AI,3.67,7,0,1,1,0,0,1,0,0,0,1,0,4,3,5,5,5,Software Engineer,DevOps Engineer,Backend Developer
24,Male,Master,Data Science,3.02,8,0,1,0,0,0,1,0,0,0,0,0,3,5,2,5,4,Software Engineer,Backend Developer,Machine Learning Engineer
24,Female,Master,Software Engineering,2.72,1,0,0,1,0,0,1,0,0,1,1,0,3,2,2,3,1,Software Engineer,DevOps Engineer,Backend Developer
30,Female,PhD,Cybersecurity,2.8,4,1,0,1,1,1,1,0,0,1,0,1,1,5,4,3,2,Machine Learning Engineer,Data Scientist,Business Intelligence Analyst
30,Male,Bachelor,Software Engineering,3.23,1,0,1,0,1,0,0,1,1,1,1,0,1,4,2,1,4,Software Engineer,Cloud Engineer,DevOps Engineer
27,Female,Bachelor,Data Science,3.49,5,1,1,1,1,0,0,0,1,0,1,0,1,2,3,2,4,Software Engineer,DevOps Engineer,Cybersecurity Analyst
22,Male,Bachelor,Software Engineering,2.67,7,0,1,0,1,1,0,1,1,0,0,0,2,2,3,3,3,Software Engineer,Cloud Engineer,Cybersecurity Analyst
35,Male,PhD,AI,3.83,7,0,0,1,1,0,0,1,1,1,1,0,1,5,5,2,5,Software Engineer,Cloud Engineer,DevOps Engineer
28,Male,Master,Computer Science,2.86,6,1,0,1,0,0,1,1,0,0,1,0,5,2,2,2,2,Software Engineer,Cloud Engineer,DevOps Engineer
34,Female,Bachelor,AI,3.59,0,0,1,1,1,0,0,1,0,0,0,0,3,5,4,5,4,Software Engineer,Cloud Engineer,Backend Developer
21,Male,Bachelor,AI,3.66,6,1,0,1,1,1,0,1,0,1,1,1,4,3,4,3,2,Machine Learning Engineer,Software Engineer,Cloud Engineer
32,Female,PhD,Data Science,2.59,5,1,1,0,0,1,0,0,1,1,0,1,2,3,1,4,3,Machine Learning Engineer,Software Engineer,Cybersecurity Analyst
29,Male,Bachelor,Computer Science,2.8,8,0,1,0,1,0,1,1,0,1,1,1,3,5,1,5,1,Business Intelligence Analyst,Software Engineer,Cloud Engineer
22,Female,Master,AI,3.03,4,0,0,1,0,1,1,1,0,0,0,0,3,1,5,1,2,Software Engineer,Cloud Engineer,Backend Developer
22,Female,PhD,AI,3.18,3,1,0,0,0,0,1,0,1,0,0,0,1,1,2,2,4,Cybersecurity Analyst,Machine Learning Engineer,Data Scientist
27,Male,PhD,Software Engineering,2.96,3,0,0,0,1,1,0,0,0,1,1,1,4,4,3,4,3,DevOps Engineer,Frontend Developer,Security Engineer
24,Female,PhD,Cybersecurity,2.61,1,1,0,0,0,0,0,1,0,1,0,0,4,3,1,1,3,Cloud Engineer,Frontend Developer,Full Stack Developer
26,Male,Master,Cybersecurity,2.86,4,0,1,0,1,1,1,0,1,0,1,0,1,3,4,4,5,Business Intelligence Analyst,Software Engineer,DevOps Engineer
22,Female,PhD,AI,3.01,6,1,0,0,0,0,0,1,1,1,1,0,1,4,1,3,1,Cloud Engineer,DevOps Engineer,Cybersecurity Analyst
30,Female,PhD,Data Science,3.93,3,0,1,1,1,1,0,0,1,0,0,1,1,3,1,1,4,Software Engineer,Cybersecurity Analyst,AI Researcher
26,Male,Master,Data Science,3.86,0,0,0,0,1,1,1,1,1,0,0,1,3,5,1,3,1,Business Intelligence Analyst,Cloud Engineer,Cybersecurity Analyst
31,Male,Master,AI,3.15,0,0,0,0,0,0,1,1,0,0,0,0,3,2,4,2,5,Cloud Engineer,Machine Learning Engineer,Data Scientist
22,Male,Bachelor,Cybersecurity,3.8,8,0,1,1,1,0,1,0,1,1,1,1,4,2,5,2,4,Business Intelligence Analyst,Software Engineer,DevOps Engineer
35,Male,Master,Software Engineering,2.53,2,1,1,1,0,1,0,1,1,0,0,0,1,5,4,5,3,Machine Learning Engineer,Software Engineer,Cloud Engineer
26,Female,Bachelor,Computer Science,2.7,2,0,0,1,1,1,0,1,0,1,1,0,3,3,1,1,3,Software Engineer,Cloud Engineer,DevOps Engineer
27,Female,PhD,Data Science,2.92,8,0,1,1,0,0,0,0,0,1,0,0,1,1,2,5,3,Software Engineer,Backend Developer,Frontend Developer
32,Female,Bachelor,Computer Science,3.95,2,0,1,0,0,0,0,1,0,1,0,0,1,1,4,2,2,Software Engineer,Cloud Engineer,AI Researcher
35,Male,PhD,Software Engineering,3.4,0,0,1,0,0,1,1,0,1,1,1,0,4,1,4,5,1,Software Engineer,DevOps Engineer,Cybersecurity Analyst
31,Female,Bachelor,Software Engineering,2.92,0,0,0,1,1,1,0,0,0,1,1,0,5,3,2,4,2,Software Engineer,DevOps Engineer,AI Researcher
21,Female,PhD,Computer Science,3.55,3,1,0,1,0,0,1,0,0,0,1,1,5,4,4,5,3,Software Engineer,DevOps Engineer,Backend Developer
27,Male,PhD,Software Engineering,3.73,3,1,0,0,1,0,1,0,0,1,0,0,5,1,5,1,5,Business Intelligence Analyst,AI Researcher,Data Analyst
25,Female,PhD,Computer Science,3.02,6,1,1,0,1,1,1,0,1,1,0,0,3,3,2,1,4,Machine Learning Engineer,Data Scientist,Business Intelligence Analyst
21,Female,Master,AI,3.4,6,1,1,1,0,1,0,1,0,0,0,0,4,1,4,1,1,Machine Learning Engineer,Software Engineer,Cloud Engineer
35,Female,Master,Computer Science,2.68,0,1,1,0,1,1,1,0,0,1,1,0,3,2,5,1,1,Machine Learning Engineer,Data Scientist,Business Intelligence Analyst
22,Female,Master,Cybersecurity,3.5,3,0,0,0,0,1,1,0,1,0,1,1,2,2,2,3,2,DevOps Engineer,Cybersecurity Analyst,Security Engineer
35,Male,Bachelor,AI,3.8,0,1,1,0,0,0,0,0,1,1,0,1,5,2,1,5,3,Software Engineer,Cybersecurity Analyst,AI Researcher
23,Male,Master,Software Engineering,3.32,0,1,0,0,0,0,1,1,0,1,1,1,5,3,4,5,3,Cloud Engineer,DevOps Engineer,Frontend Developer
27,Female,Bachelor,Computer Science,3.38,7,0,0,1,1,0,1,1,0,1,0,0,5,2,1,2,4,Software Engineer,Business Intelligence Analyst,Cloud Engineer
32,Female,PhD,Cybersecurity,3.68,2,0,1,1,0,1,1,0,1,1,1,1,3,2,4,5,5,Software Engineer,DevOps Engineer,Cybersecurity Analyst
32,Male,Master,AI,3.8,7,1,0,0,1,1,0,0,0,0,1,0,2,3,3,5,4,AI Researcher,Machine Learning Engineer,DevOps Engineer
29,Female,PhD,Software Engineering,2.54,7,1,0,1,1,1,1,1,1,1,0,0,5,2,1,2,4,Business Intelligence Analyst,Machine Learning Engineer,Data Scientist
21,Female,PhD,Data Science,2.74,3,1,1,1,0,1,0,0,0,1,1,1,1,5,5,5,2,Machine Learning Engineer,Software Engineer,DevOps Engineer
34,Female,PhD,Computer Science,2.52,1,0,0,0,1,1,1,1,1,1,1,0,5,2,3,3,5,Business Intelligence Analyst,Cloud Engineer,DevOps Engineer
25,Male,Bachelor,AI,3.57,8,1,1,1,1,0,1,0,1,1,1,1,3,4,3,5,2,Business Intelligence Analyst,Software Engineer,DevOps Engineer
31,Male,Bachelor,Data Science,3.88,3,0,0,1,0,0,0,1,1,0,1,0,2,2,4,5,5,Software Engineer,Cloud Engineer,DevOps Engineer
